342,Feb 7 2021,NYK,103,MIA,109
343,Feb 7 2021,PHO,100,BOS,91
344,Feb 7 2021,LAC,110,SAC,113
345,Feb 8 2021,CHO,119,HOU,94
346,Feb 8 2021,CHI,101,WAS,105
347,Feb 8 2021,MEM,113,TOR,128
348,Feb 8 2021,DAL,127,MIN,122
349,Feb 8 2021,SAS,105,GSW,100
350,Feb 8 2021,PHO,119,CLE,113
351,Feb 8 2021,DEN,112,MIL,125
352,Feb 8 2021,LAL,119,OKC,112
353,Feb 9 2021,DET,122,BRK,111
354,Feb 9 2021,MIA,98,NYK,96
355,Feb 9 2021,NOP,130,HOU,101
356,Feb 9 2021,SAS,91,GSW,114
357,Feb 9 2021,SAS,106,ORL,97
358,Feb 9 2021,SAC,111,PHI,119
359,Feb 9 2021,UTA,122,BOS,108
360,Feb 10 2021,WAS,115,TOR,137
361,Feb 10 2021,DAL,118,ATL,117
362,Feb 10 2021,BRK,104,IND,94
363,Feb 10 2021,MEM,130,CHO,114
364,Feb 10 2021,MIN,112,LAC,119
365,Feb 10 2021,CHI,129,NOP,116
366,Feb 10 2021,DEN,133,CLE,95
367,Feb 10 2021,LAL,114,OKC,113
368,Feb 10 2021,PHO,125,MIL,124
369,Feb 11 2021,BOS,120,TOR,106
370,Feb 11 2021,HOU,94,MIA,101
371,Feb 11 2021,DET,95,IND,111
372,Feb 11 2021,GSW,111,ORL,105
373,Feb 11 2021,GSW,118,PHI,114
374,Feb 12 2021,CHO,120,MIN,114
375,Feb 12 2021,WAS,91,NYK,109
376,Feb 12 2021,ATL,114,SAS,125
377,Feb 12 2021,DAL,143,NOP,130
378,Feb 12 2021,BOS,102,DET,108
379,Feb 12 2021,CHI,106,LAC,125
380,Feb 12 2021,DEN,97,OKC,95
381,Feb 12 2021,UTA,129,MIL,115
382,Feb 12 2021,LAL,115,MEM,105
383,Feb 12 2021,LAL,129,CLE,110
384,Feb 12 2021,SAC,112,ORL,123
385,Feb 13 2021,PHO,120,PHI,111
386,Feb 13 2021,ATL,113,IND,125
387,Feb 13 2021,NYK,121,HOU,99
388,Feb 13 2021,GSW,117,BRK,134
389,Feb 13 2021,UTA,112,MIA,94
390,Feb 14 2021,WAS,104,BOS,91
391,Feb 14 2021,CHO,110,SAS,122
392,Feb 14 2021,DET,123,NOP,112
393,Feb 14 2021,TOR,112,MIN,116
394,Feb 14 2021,DAL,118,MIN,121
395,Feb 14 2021,OKC,114,MIL,109
396,Feb 14 2021,PHO,109,ORL,90
397,Feb 14 2021,DEN,122,LAL,105
398,Feb 14 2021,LAC,128,CLE,111
399,Feb 14 2021,SAC,110,MEM,124
400,Feb 15 2021,IND,112,CHI,120
401,Feb 15 2021,WAS,131,HOU,119
402,Feb 15 2021,NYK,123,ATL,112
403,Feb 15 2021,UTA,134,PHI,123
404,Feb 15 2021,GSW,129,CLE,98
405,Feb 15 2021,LAC,125,MIA,118
406,Feb 15 2021,SAC,125,BRK,136
407,Feb 16 2021,BOS,112,DEN,99
408,Feb 16 2021,MEM,113,NOP,144
409,Feb 16 2021,MIL,113,TOR,124
410,Feb 16 2021,MIN,104,LAL,112
411,Feb 16 2021,OKC,104,LAL,115
412,Feb 16 2021,PHO,124,BRK,128
413,Feb 17 2021,ORL,107,NYK,89
414,Feb 17 2021,BOS,114,ATL,122
415,Feb 17 2021,PHI,118,HOU,113
416,Feb 17 2021,CHI,105,DET,102
417,Feb 17 2021,MIN,128,IND,134
418,Feb 17 2021,WAS,130,DEN,128
419,Feb 17 2021,MEM,122,OKC,113
420,Feb 17 2021,NOP,124,OKC,126
421,Feb 17 2021,GSW,120,MIA,112
422,Feb 17 2021,LAC,96,UTA,114
423,Feb 18 2021,MIL,96,TOR,110
424,Feb 18 2021,LAL,98,BRK,109
425,Feb 18 2021,SAC,110,MIA,118
426,Feb 19 2021,CLE,103,DEN,120
427,Feb 19 2021,ORL,124,GSW,120
